1002|177|1
1002|212|2
1002|316|2
1002|334|1
1002|380|1
1002|386|1
1002|513|1
1002|528|1
1002|634|1
1002|672|1
1002|759|1
1002|805|2
1002|831|1
1002|882|2
1002|897|5
1002|897|9
1002|897|10
1002|926|1
1002|951|1
1002|956|1
1002|956|3
1002|1012|2
1002|1012|3
1002|1019|3
1002|1048|1
1002|1055|1
1002|1163|1
1002|1205|8
1002|1343|2
1002|1440|1
1002|1440|2
1002|1489|1
1002|1489|2
1002|1534|1
1002|1619|3
1002|1650|2
1002|1753|2
1002|1757|22
1002|1757|23
1002|2264|1
1002|2319|2
1002|2356|1
1002|2363|1
1002|2454|1
1002|2598|1
1002|2904|4
1002|2946|1
1002|2946|3
1002|2946|5
1002|2946|6
1002|2995|1
1002|3003|3
1002|3018|1
1002|3018|3
1002|3018|6
1002|3026|5
1002|3105|2
1002|3114|1
1002|3145|1
1002|3157|2
1002|3202|1
1002|3212|1
1002|3283|3
1002|3283|5
1002|3327|1
1002|3341|1
1002|3359|5
1002|3461|1
1002|7829|8
1002|7841|3
1002|7841|5
1002|7841|12
1002|7854|2
1002|7884|9
1002|7884|12
1002|7951|9
1002|7951|10
1002|8033|4
1002|8136|1
1002|8307|1
1002|8349|1
1002|8431|1
1002|8481|1
1002|8528|3
1002|8528|4
1002|8579|2
1002|8621|2
1002|8666|6
1002|8717|2
1002|8742|2
1002|8751|1
1002|9111|1
1002|9111|2
1002|9120|1
1002|9277|1
1002|9558|1
1002|9574|9
1002|9593|1
1002|9633|2
1002|9670|2
1002|9687|2
1002|9692|3
1002|9694|14
1002|9694|16
1002|9697|1
1002|9738|1
1002|9752|2
1002|9761|2
1002|9798|1
1002|9818|5
1002|9820|10
1002|9820|11
1002|9828|2
1002|9828|4
1002|9833|1
1002|9842|1
1002|9843|4
1002|9843|5
1002|9843|6
1002|9852|2
1002|9865|1
1002|9877|1
1002|9880|3
1002|9881|1
1002|9900|11
1002|9900|16
1002|9900|20
1002|9900|24
1002|9900|29
1002|9900|34
1002|9915|1
1002|9942|4
1002|9942|5
1002|9942|20
1002|9942|21
1002|9942|23
1002|9942|24
1002|9972|1
1002|9973|1
1002|9982|2
1002|9983|6
1002|9984|1
1002|9984|4
1002|10000|1
1002|10000|3
1002|10009|5
1002|10011|1
1002|10021|3
1002|10035|1
1002|10068|4
1002|10068|7
1002|10074|1
1002|10100|1
1002|10129|8
1002|10129|9
1002|10135|2
1002|10139|3
1002|10142|1
1002|10142|2
1002|10214|11
1002|10228|8
1002|10232|2
1002|10236|2
1002|10236|8
1002|10270|1
1002|10277|2
1002|10279|1
1002|10294|3
1002|10294|5
1002|10294|7
1002|10296|1
1002|10297|1
1002|10300|4
1002|10313|2
1002|10316|2
1002|10331|1
1002|10336|1
1002|10354|4
1002|10364|2
1002|10372|2
1002|10374|3
1002|10396|4
1002|10396|7
1002|10402|1
1002|10411|5
1002|10425|2
1002|10427|2
1002|10462|1
1002|10482|6
1002|10489|5
1002|10491|4
1002|10512|1
1002|10527|1
1002|10547|1
1002|10547|3
1002|10557|3
1002|10581|2
1002|10602|5
1002|10606|2
1002|10623|3
1002|10623|4
1002|10628|4
1002|10630|13
1002|10631|6
1002|10692|1
1002|10693|3
1002|10693|5
1002|10699|22
1002|10699|26
1002|10701|1
1002|10774|1
1002|10787|66
1002|10857|1
1002|10865|2
1002|10880|1
1002|10906|1
1002|10922|1
1002|10922|2
1002|10922|3
1002|10940|1
1002|10955|3
1002|10955|4
1002|10965|1
1102|136|2
1102|176|17
1102|176|18
1102|251|14
1102|319|7
1102|319|8
1102|319|9
1102|454|2
1102|528|5
1102|532|5
1102|543|6
1102|583|3
1102|643|17
1102|664|3
1102|772|5
1102|772|6
1102|919|16
1102|1028|5
1102|1044|11
1102|1073|6
1102|1073|7
1102|1251|4
1102|1271|13
1102|1283|10
1102|1367|2
1102|1378|1
1102|1401|2
1102|1435|2
1102|1529|1
1102|1600|3
1102|1600|4
1102|1643|13
1102|1664|1
1102|1932|1
1102|1987|6
1102|2031|3
1102|2038|4
1102|2041|1
1102|2049|4
1102|2050|4
1102|2057|4
1102|2067|10
1102|2067|11
1102|2099|2
1102|2099|3
1102|2101|12
1102|2108|5
1102|2108|7
1102|2124|6
1102|2151|4
1102|2183|3
1102|2195|4
1102|2199|1
1102|2200|16
1102|2205|4
1102|2229|10
1102|2230|13
1102|2253|7
1102|2255|2
1102|2256|3
1102|2272|2
1102|2278|15
1102|2278|16
1102|2278|17
1102|2283|3
1102|2317|2
1102|2334|1
1102|2340|4
1102|2347|5
1102|2350|3
1102|2358|4
1102|2361|14
1102|2361|15
1102|2374|5
1102|2380|1
1102|2380|2
1102|2384|4
1102|2406|3
1102|2410|2
1102|2428|2
1102|2429|3
1102|2429|4
1102|2429|5
1102|2436|3
1102|2441|1
1102|2451|3
1102|2451|4
1102|2465|2
1102|2470|4
1102|2482|4
1102|2496|2
1102|2497|1
1102|2508|6
1102|2531|2
1102|2532|1
1102|2534|1
1102|2549|2
1102|2560|1
1102|2566|1
1102|2577|2
1102|2593|2
1102|2594|1
1102|2616|1
1102|2621|1
1102|2638|1
1102|2643|1
1103|132|1
1103|925|1
1103|951|1
1103|958|1
1103|1061|1
1106|55|1
1106|162|1
1106|205|2
1106|249|1
1106|424|2
1106|430|3
1106|533|2
1106|546|3
1106|550|5
1106|562|1
1107|68|5
1107|68|6
1107|412|3
1107|923|3
1107|1007|6
1107|1034|1
1107|1585|2
1107|1825|5
1107|1825|6
1107|1878|4
1107|1888|1
1107|1915|5
1107|1928|1
1107|1951|6
1107|1964|1
1107|1976|3
1107|2005|2
1107|2034|2
1107|2046|8
1107|2081|14
1107|2082|4
1107|2083|1
1107|2098|3
1107|2146|4
1107|2167|1
1107|2194|1
1107|2208|2
1107|2229|2
1107|2231|2
1107|2403|1
1107|2406|1
1107|2406|2
1107|2414|1
1107|2430|1
1107|2434|1
1107|2482|1
1108|330|7
1108|438|2
1108|465|1
1108|502|1
1108|747|1
1108|747|2
1108|1180|2
1108|1180|3
1108|1180|4
1108|1185|4
1108|1185|5
1108|1387|1
1108|1975|1
1108|2166|1
1108|2329|1
1108|2366|2
1108|2366|5
1108|2366|6
1108|2414|2
1108|2457|2
1108|2472|2
1108|2486|3
1108|2503|7
1108|2528|3
1108|2590|1
1108|2615|3
1108|2658|3
1108|2677|6
1108|2691|1
1108|2691|2
1108|2701|1
1108|2709|5
1108|2709|6
1108|2711|6
1108|2715|1
1108|2753|3
1108|2772|3
1108|2779|2
1108|2805|1
1108|2820|3
1108|2828|1
1108|2836|2
1108|2836|3
1108|2837|1
1108|2838|1
1108|2841|2
1108|2851|1
1108|2864|1
1108|2865|4
1108|2871|4
1108|2875|4
1108|2912|1
1108|2922|2
1108|2953|5
1108|2958|7
1108|2962|2
1108|2963|1
1108|2966|1
1108|2978|8
1108|2981|1
1108|3028|1
1108|3034|1
1108|3056|6
1108|3070|1
1108|3088|1
1108|3110|1
1108|3141|1
1108|3153|6
1108|3173|1
1108|3176|1
1108|3187|1
1108|3193|1
1108|3209|4
1108|3209|5
1108|3209|6
1109|93|1
1109|93|4
1109|146|2
1109|339|9
1109|339|25
1109|339|26
1109|339|29
1109|339|30
1109|577|1
1109|1109|25
1109|1109|26
1109|1175|2
1109|1192|2
1109|1230|1
1109|1231|2
1109|1239|2
1109|1266|5
1109|1306|1
1109|1345|1
1109|1363|3
1301|131|4
1301|136|8
1301|218|16
1301|218|23
1301|218|33
1301|236|16
1301|236|18
1301|281|16
1301|376|2
1301|418|24
1301|418|25
1301|546|1
1301|546|2
1301|546|4
1301|628|3
1301|628|4
1301|628|12
1301|628|19
1301|628|20
1301|628|21
1301|654|21
1301|904|9
1301|904|10
1301|904|11
1301|906|2
1301|906|3
1301|906|4
1301|977|5
1301|988|5
1301|988|9
1301|990|2
1301|1113|5
1301|1140|1
1301|1263|2
1301|1369|21
1301|1383|5
1301|1451|1
1301|1520|3
1301|1547|11
1301|1547|22
1301|1548|7
1301|1548|10
1301|1620|5
1301|1642|7
1301|1716|7
1301|1716|8
1301|1737|1
1301|1737|3
1301|1738|10
1301|1745|3
1301|1754|4
1301|1775|1
1301|1815|1
1301|1822|18
1301|1822|20
1301|1822|21
1301|1854|2
1301|1878|2
1301|1886|3
1301|1889|10
1301|1892|2
1301|1897|6
1301|1897|8
1301|1903|1
1301|1910|1
1301|1918|4
1301|1918|5
1301|1920|13
1301|1920|14
1301|1920|19
1301|1920|20
1301|1924|13
1301|1924|16
1301|1935|2
1301|1939|4
1301|1940|1
1301|1948|2
1301|1951|1
1301|1951|2
1301|1967|2
1301|1967|3
1301|1967|9
1301|1975|4
1301|1975|5
1301|1975|6
1301|1975|8
1301|1982|2
1301|1986|11
1301|2023|1
1301|2033|10
1301|2033|12
1301|2040|4
1301|2043|1
1301|2053|3
1301|2063|4
1301|2063|5
1301|2072|6
1301|2074|2
1301|2082|3
1301|2098|1
1301|2129|1
1301|2129|2
1301|2129|13
1301|2130|1
1301|2138|12
1301|2138|14
1301|2149|3
1301|2158|2
1301|2159|1
1301|2164|3
1301|2172|4
1301|2173|1
1301|2185|2
1301|2207|1
1301|2225|1
1301|2232|1
1301|2238|2
1301|2238|4
1301|2242|2
1301|2242|4
1301|2242|5
1301|2242|9
1301|2245|1
1301|2255|3
1301|2258|1
1301|2318|1
1302|58|1
1302|58|2
1302|58|3
1302|58|4
1302|105|2
1302|248|1
1302|430|1
1302|432|1
1302|467|2
1302|467|3
1302|470|1
1302|479|3
1302|479|4
1302|488|1
1401|82|1
1401|269|1
1401|280|2
1402|109|1
1501|5|1
1501|128|1
1501|301|1
1501|305|2
1501|429|1
1501|456|16
1501|456|20
1501|469|1
1501|471|1
1501|471|2
1501|493|1
1501|493|2
1501|536|1
1501|578|2
1501|578|3
1501|595|2
1501|598|1
1501|604|1
1501|605|1
1501|623|2
1501|623|3
1501|662|1
1501|711|1
1501|721|2
1601|114|1
1601|223|2
1601|245|2
1601|262|3
1601|274|1
1601|282|1
1701|1024|10
1701|1303|1
1701|1347|7
1701|1360|5
1701|1388|4
1701|1399|1
1701|1404|3
1701|1430|2
1701|1437|1
1701|1475|1
1701|1501|1
1701|1506|3
1701|1509|1
1701|1525|2
1701|1561|1
1701|1564|4
1702|206|4
1702|324|1
1703|163|1
1703|163|2
1703|169|1
