1703|176|1
1703|176|2
1703|182|1
1703|182|2
1703|191|1
1703|199|1
1703|205|1
1802|231|1
1802|250|1
2001|62|3
2001|78|2
2001|78|3
2001|133|3
2001|188|6
2001|215|1
2001|304|3
2001|304|4
2001|332|1
2001|332|2
2001|400|1
2001|400|2
2001|470|2
2001|470|3
2001|470|5
2001|527|3
2001|549|8
2001|570|4
2001|575|1
2001|575|2
2001|737|1
2001|756|4
2001|825|1
2001|913|7
2001|920|1
2001|952|2
2001|952|4
2001|987|4
2001|1071|1
2001|1071|4
2001|1071|5
2001|1208|1
2001|1213|2
2001|1216|1
2001|1247|4
2001|1250|2
2001|1269|5
2001|1269|6
2001|1279|3
2001|1291|4
2001|1291|5
2001|1310|1
2001|1317|1
2001|1321|6
2001|1361|1
2001|1370|1
2001|1388|2
2001|1388|5
2001|1396|7
2001|1401|2
2001|1401|3
2001|1417|1
2001|1440|1
2001|1452|4
2001|1454|1
2001|1477|4
2001|1477|6
2001|1479|1
2001|1493|1
2001|1494|1
2001|1496|1
2001|1526|1
2001|1561|2
2001|1562|1
2001|1567|1
2001|1593|1
2101|49|1
2101|56|2
2101|724|1
2101|775|1
2101|785|2
2101|785|4
2101|785|6
2101|830|1
2101|841|3
2101|1000|1
2101|1134|2
2101|1175|1
2101|3473|1
2101|3491|3
2101|3591|1
2101|3610|1
2101|3610|2
2101|3634|7
2101|3664|8
2101|3664|10
2101|3672|3
2101|3674|2
2101|3674|3
2101|3677|1
2101|3683|2
2101|3710|2
2101|3715|1
2101|3727|1
2101|3729|1
2101|3742|1
2101|3769|1
2101|3824|1
2101|3850|1
2101|3894|6
2101|3944|1
2101|3946|3
2101|3946|4
2101|3946|5
2101|3984|1
2101|4039|2
2101|4129|1
2101|4154|1
2101|4206|1
2102|46|6
2102|46|7
2102|61|6
2102|61|7
2102|75|7
2102|75|37
2102|75|38
2102|75|46
2102|75|52
2102|109|11
2102|187|2
2102|189|4
2102|189|5
2102|232|3
2102|289|8
2102|289|10
2102|310|1
2102|408|3
2102|418|2
2102|425|3
2102|425|4
2102|425|5
2102|473|11
2102|495|1
2102|509|5
2102|510|1
2102|537|1
2102|553|2
2102|576|2
2102|576|7
2102|604|1
2102|606|2
2102|617|1
2102|628|3
2102|637|5
2102|637|8
2102|637|18
2102|642|2
2102|652|1
2102|661|5
2102|668|1
2102|677|1
2102|688|4
2102|700|3
2102|719|4
2102|725|5
2102|728|1
2102|732|4
2102|732|5
2102|753|1
2103|24|5
2103|24|7
2103|24|8
2103|111|3
2103|132|1
2103|135|1
2103|140|1
2103|150|1
2103|151|1
2103|177|1
2201|81|13
2201|86|2
2201|87|4
2201|87|5
2201|150|1
2201|213|1
2201|219|1
2201|220|1
2201|225|1
2201|233|1
2201|235|1
2201|237|2
2301|56|3
2301|61|5
2301|61|7
2301|82|1
2301|90|2
2301|138|1
2301|139|4
2301|206|1
2301|370|1
2301|410|40
2301|411|7
2301|422|1
2301|430|11
2301|435|1
2301|468|5
2301|495|7
2301|495|8
2401|30|1
2401|89|7
2401|135|1
2401|197|2
2401|244|1
2401|266|1
2401|277|3
2401|285|1
2401|312|3
2401|312|4
2401|329|1
2401|329|2
2402|20|2
2402|20|3
2402|46|1
2402|66|4
2402|66|5
2402|109|1
2402|143|1
2402|192|1
2402|192|2
2402|197|1
2402|212|1
2501|56|1
2501|78|1
2602|144|5
2602|165|1
2602|184|2
2602|235|4
2602|579|3
2602|579|4
2602|579|5
2602|579|6
2602|663|1
2602|674|1
2602|880|1
2602|914|1
2602|914|2
2602|914|3
2602|1053|2
2602|1069|1
2602|1077|1
2602|1077|4
2602|1078|4
2602|1078|5
2602|1089|2
2602|1116|1
2602|1119|1
2602|1119|2
2602|1145|3
2602|1154|1
2602|1187|3
2602|1223|1
2602|1235|2
2602|1235|3
2602|1250|1
2602|1253|1
2603|63|7
2603|454|3
2603|472|1
2603|472|4
2603|472|5
2603|2251|5
2603|2251|6
2603|2266|1
2603|2294|6
2603|2438|1
2603|2451|6
2603|2463|3
2603|2463|4
2603|2476|2
2603|2508|3
2603|2520|1
2603|2527|1
2603|2527|7
2603|2541|7
2603|2543|3
2603|2546|1
2603|2546|2
2603|2559|1
2603|2562|4
2603|2562|5
2603|2567|3
2603|2576|5
2603|2576|6
2603|2596|4
2603|2598|4
2603|2615|1
2603|2618|4
2603|2618|5
2603|2622|4
2603|2665|4
2603|2674|1
2603|2685|1
2603|2692|1
2604|224|3
2604|256|9
2604|443|2
2604|572|2
2604|572|3
2604|572|4
2604|578|4
2604|772|2
2604|906|4
2604|1177|3
2604|1232|3
2604|1274|5
2604|1354|1
2604|1354|3
2604|1400|4
2604|1400|5
2604|2200|3
2604|2219|1
2604|2219|2
2604|2337|1
2604|2340|2
2604|2452|4
2604|2466|1
2604|2472|1
2604|2497|2
2604|2512|1
2604|2525|1
2604|2546|2
2604|2552|2
2604|2552|3
2604|2581|1
2604|2581|2
2604|2615|1
2604|2646|3
2604|2646|4
2604|2650|1
2604|2694|3
2604|2694|4
2604|2704|2
2604|2704|3
2604|2704|5
2604|2706|1
2604|2708|1
2604|2710|3
2604|2710|4
2604|2714|1
2604|2720|1
2604|2730|2
2604|2747|1
2604|2751|2
2604|2756|2
2604|2766|4
2604|2766|5
2604|2787|1
2604|2808|1
2604|2878|2
2604|2896|1
2701|19|1
2701|41|1
2701|68|1
2701|155|1
2801|37|1
2801|166|2
2801|188|1
2801|317|1
2801|389|1
2801|392|1
