1002|177|1|9|155.20
1002|177|1|10|155.20
1002|177|1|11|155.20
1002|177|1|12|155.20
1002|212|2|5|309.00
1002|212|2|6|311.00
1002|316|2|1|186.53
1002|334|1|2|190.00
1002|334|1|3|190.00
1002|334|1|4|190.00
1002|334|1|5|190.00
1002|334|1|6|190.00
1002|334|1|7|190.00
1002|334|1|8|190.00
1002|334|1|9|190.00
1002|334|1|10|190.00
1002|334|1|11|190.00
1002|334|1|12|190.00
1002|334|1|13|190.00
1002|334|1|14|190.00
1002|334|1|15|190.00
1002|334|1|16|190.00
1002|334|1|17|190.00
1002|334|1|18|190.00
1002|334|1|19|190.00
1002|334|1|20|190.00
1002|334|1|21|190.00
1002|334|1|22|190.00
1002|334|1|23|190.00
1002|334|1|24|190.00
1002|334|1|25|190.00
1002|334|1|26|190.00
1002|334|1|27|190.00
1002|334|1|28|190.00
1002|334|1|29|190.00
1002|334|1|30|190.00
1002|334|1|31|190.00
1002|334|1|32|190.00
1002|334|1|33|190.00
1002|334|1|34|190.00
1002|334|1|35|190.00
1002|334|1|36|190.00
1002|334|1|37|190.00
1002|334|1|38|190.00
1002|334|1|39|190.00
1002|334|1|40|190.00
1002|334|1|41|190.00
1002|334|1|42|190.00
1002|334|1|43|190.00
1002|334|1|44|190.00
1002|334|1|45|190.00
1002|334|1|46|190.00
1002|334|1|47|190.00
1002|334|1|48|190.00
1002|334|1|49|190.00
1002|334|1|50|190.00
1002|380|1|2|160.00
1002|380|1|3|160.00
1002|380|1|4|160.00
1002|380|1|5|160.00
1002|380|1|6|160.00
1002|380|1|7|160.00
1002|380|1|8|160.00
1002|380|1|9|160.00
1002|380|1|10|160.00
1002|380|1|11|160.00
1002|380|1|12|160.00
1002|380|1|13|160.00
1002|380|1|14|160.00
1002|380|1|15|160.00
1002|380|1|16|160.00
1002|380|1|17|160.00
1002|380|1|18|160.00
1002|380|1|19|160.00
1002|380|1|20|160.00
1002|380|1|21|160.00
1002|380|1|22|160.00
1002|380|1|23|160.00
1002|380|1|24|160.00
1002|380|1|25|160.00
1002|380|1|26|160.00
1002|380|1|27|160.00
1002|380|1|28|160.00
1002|380|1|29|160.00
1002|380|1|30|160.00
1002|380|1|31|160.00
1002|380|1|32|160.00
1002|380|1|33|160.00
1002|380|1|34|160.00
1002|380|1|35|160.00
1002|380|1|36|160.00
1002|380|1|37|160.00
1002|380|1|38|160.00
1002|380|1|39|160.00
1002|380|1|40|160.00
1002|380|1|41|160.00
1002|380|1|42|160.00
1002|380|1|43|160.00
1002|380|1|44|160.00
1002|380|1|45|160.00
1002|380|1|46|160.00
1002|380|1|47|160.00
1002|380|1|48|160.00
1002|380|1|49|160.00
1002|380|1|50|160.00
1002|380|1|51|160.00
1002|380|1|52|160.00
1002|380|1|53|160.00
